file,source,label,dataset,speaker_id,language,generator_id,attack_type,codec,sample_rate,license,split,source_url,duration_s,speaker_cosine_vs_real_01,citadel_action,citadel_risk,citadel_latency_ms,sig_spectral_anomaly,sig_steganalysis,sig_ultrasonic_injection,sig_wavlm_paralinguistic,sig_deepfake_detection,sig_waveform_integrity,sig_rmt_divergence,sig_asr_prefix_attack,rms_mean,rms_std,silence_ratio,centroid_mean,centroid_std,flatness_mean,flatness_std,hf_ratio_mean,zcr_mean,pitch_mean,pitch_std,pitch_cv
fixtures/user/clone_cartesia_13.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,11.221,0,,,,,,,,,,,,0.060516,0.058008,0.217857,1055.192,1154.341,0.194108,0.146716,0.067403,0.142909,143.162,60.882,0.425263
fixtures/user/clone_cartesia_14.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,13.822,0,,,,,,,,,,,,0.055552,0.061998,0.305072,1087.804,1202.151,0.204617,0.157936,0.075848,0.14775,142.454,69.255,0.486156
fixtures/user/clone_cartesia_15.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,12.846,0,,,,,,,,,,,,0.05477,0.059421,0.239283,1133.651,1269.977,0.202884,0.15722,0.092012,0.153946,130.078,46.334,0.356201
fixtures/user/clone_cartesia_16.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,12.8,0,,,,,,,,,,,,0.053386,0.059349,0.279343,1298.017,1567.159,0.216364,0.165929,0.120899,0.173704,126.378,46.604,0.368764
fixtures/user/clone_cartesia_17.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,14.843,0,,,,,,,,,,,,0.058619,0.066017,0.288799,1136.799,1300.971,0.221936,0.171372,0.085611,0.152193,133.344,47.527,0.356423
fixtures/user/clone_cartesia_18.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,11.128,0,,,,,,,,,,,,0.075865,0.076486,0.235824,979.615,1155.076,0.17944,0.145844,0.060943,0.134064,141.996,57.147,0.402455
fixtures/user/clone_cartesia_19.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,9.781,0,,,,,,,,,,,,0.053202,0.061706,0.282787,1203.945,1370.19,0.207563,0.162875,0.095198,0.160848,127.741,45.187,0.353741
fixtures/user/clone_cartesia_20.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,10.803,0,,,,,,,,,,,,0.051714,0.055138,0.292208,799.329,912.914,0.176448,0.149165,0.039092,0.113654,120.728,46.488,0.385063
fixtures/user/clone_cartesia_21.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,11.453,0,,,,,,,,,,,,0.051639,0.058593,0.307087,1003.89,1187.534,0.218004,0.167875,0.075932,0.143481,139.681,62.556,0.447847
fixtures/user/clone_cartesia_22.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,10.617,0,,,,,,,,,,,,0.058363,0.061108,0.263208,1236.503,1474.299,0.213505,0.162074,0.110809,0.165763,129.421,65.157,0.503452
fixtures/user/clone_cartesia_23.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,11.36,0,,,,,,,,,,,,0.069224,0.063715,0.183422,881.058,1022.993,0.147982,0.140231,0.050349,0.119522,130.503,47.406,0.363259
fixtures/user/clone_cartesia_24.wav,cartesia,synthetic,hampshire_user,target_user,,cartesia,voice_clone,wav,,private-local,eval,,12.243,0,,,,,,,,,,,,0.049075,0.055516,0.322422,1079.782,1352.183,0.211412,0.167989,0.094627,0.146254,127.571,53.037,0.415744
fixtures/user/real_01.wav,hampshire_user,real,hampshire_user,target_user,,,,wav,,private-local,eval,,31.337,0,,,,,,,,,,,,0.060872,0.065056,0.290549,1123.504,1336.006,0.198121,0.175521,0.087319,0.150615,138.795,74.776,0.53875
fixtures/user/real_02.wav,hampshire_user,real,hampshire_user,target_user,,,,wav,,private-local,eval,,20.329,0,,,,,,,,,,,,0.065548,0.074868,0.333333,1157.957,1471.168,0.2433,0.184618,0.109916,0.154308,138.373,82.455,0.595886
fixtures/user/real_03.wav,hampshire_user,real,hampshire_user,target_user,,,,wav,,private-local,eval,,14.441,0,,,,,,,,,,,,0.068529,0.079375,0.323856,1180.515,1371.014,0.23643,0.186783,0.096897,0.159826,145.174,79.126,0.545045
fixtures/user/real_04.wav,hampshire_user,real,hampshire_user,target_user,,,,wav,,private-local,eval,,12.991,0,,,,,,,,,,,,0.060298,0.073736,0.360062,1313.637,1601.291,0.275443,0.187619,0.142106,0.17438,142.588,78.441,0.550127
fixtures/user/real_05.wav,hampshire_user,real,hampshire_user,target_user,,,,wav,,private-local,eval,,22.719,0,,,,,,,,,,,,0.043072,0.05533,0.439648,1328.68,1499.258,0.34234,0.185665,0.129988,0.183773,168.352,111.698,0.663479
fixtures/user/real_06.wav,hampshire_user,real,hampshire_user,target_user,,,,wav,,private-local,eval,,18.281,0,,,,,,,,,,,,0.046501,0.06332,0.468237,1314.799,1437.604,0.2919,0.205379,0.111352,0.179803,172.229,109.14,0.633689
fixtures/user/real_07.wav,hampshire_user,real,hampshire_user,target_user,,,,wav,,private-local,eval,,26.132,0,,,,,,,,,,,,0.061992,0.080514,0.33627,1469.485,1643.31,0.246838,0.178154,0.128879,0.195756,179.107,94.899,0.529846
fixtures/user/real_08.wav,hampshire_user,real,hampshire_user,target_user,,,,wav,,private-local,eval,,29.887,0,,,,,,,,,,,,0.060757,0.071468,0.366589,1293.923,1446.384,0.214456,0.166917,0.125884,0.17085,155.719,78.541,0.504376
