file,source,label,dataset,speaker_id,language,generator_id,attack_type,codec,sample_rate,license,split,source_url,duration_s,speaker_cosine_vs_real_01,citadel_action,citadel_risk,citadel_latency_ms,sig_spectral_anomaly,sig_steganalysis,sig_ultrasonic_injection,sig_wavlm_paralinguistic,sig_deepfake_detection,sig_waveform_integrity,sig_rmt_divergence,sig_asr_prefix_attack,rms_mean,rms_std,silence_ratio,centroid_mean,centroid_std,flatness_mean,flatness_std,hf_ratio_mean,zcr_mean,pitch_mean,pitch_std,pitch_cv
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/17.wav,unknown_public_web,synthetic,in_the_wild,Winston Churchill,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,3.122,0,,,,,,,,,,,,0.097381,0.082484,0.277419,435.664,216.72,0.033721,0.013691,1e-05,0.063293,144.839,34.101,0.235438
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/18.wav,in_the_wild,real,in_the_wild,Donald Trump,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.739,0,,,,,,,,,,,,0.121565,0.099757,0.0,668.467,978.89,0.265583,0.14338,0.032494,0.103518,131.325,40.537,0.308681
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/19.wav,unknown_public_web,synthetic,in_the_wild,Bob Ross,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,7.584,0,,,,,,,,,,,,0.067396,0.066094,0.242063,738.18,1343.193,0.082983,0.080693,0.075626,0.109775,120.071,82.721,0.688937
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/20.wav,in_the_wild,real,in_the_wild,Donald Trump,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.523,0,,,,,,,,,,,,0.090087,0.082731,0.006667,2237.946,1653.838,0.356997,0.132647,0.239613,0.293672,182.331,64.085,0.351478
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/21.wav,unknown_public_web,synthetic,in_the_wild,Richard Nixon,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,7.302,0,,,,,,,,,,,,0.081571,0.082519,0.260989,516.327,609.375,0.06734,0.082142,0.012665,0.06902,154.064,47.567,0.308746
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/22.wav,in_the_wild,real,in_the_wild,2Pac,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,2.345,0,,,,,,,,,,,,0.077001,0.097982,0.214592,1048.777,1309.272,0.205648,0.117677,0.071917,0.138193,253.737,95.192,0.37516
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/23.wav,in_the_wild,real,in_the_wild,Donald Trump,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.56,0,,,,,,,,,,,,0.126639,0.10242,0.0,1093.717,1221.266,0.206423,0.134491,0.05254,0.150125,159.293,27.783,0.174412
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/24.wav,unknown_public_web,synthetic,in_the_wild,Ronald Reagan,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,2.408,0,,,,,,,,,,,,0.109737,0.125653,0.32636,1178.178,1536.703,0.130498,0.17006,0.110978,0.150295,162.25,65.41,0.403142
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/25.wav,unknown_public_web,synthetic,in_the_wild,Ayn Rand,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,14.073,0,,,,,,,,,,,,0.054847,0.056039,0.314591,802.462,565.984,0.066928,0.061094,0.003069,0.107327,189.878,101.051,0.532187
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/26.wav,in_the_wild,real,in_the_wild,JFK,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,3.386,0,,,,,,,,,,,,0.050117,0.063939,0.391691,907.969,735.879,0.251719,0.117988,0.040181,0.126755,176.197,34.779,0.197387
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/27.wav,in_the_wild,real,in_the_wild,Arnold Schwarzenegger,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,2.009,0,,,,,,,,,,,,0.080256,0.085265,0.316583,1490.735,1684.357,0.30988,0.153764,0.16911,0.197587,164.425,47.844,0.290976
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/28.wav,in_the_wild,real,in_the_wild,Nick Offerman,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.119,0,,,,,,,,,,,,0.074561,0.059687,0.0,1373.445,777.143,0.543502,0.086179,0.101972,0.220904,138.365,48.773,0.352499
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/29.wav,in_the_wild,real,in_the_wild,Bill Clinton,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,3.325,0,,,,,,,,,,,,0.184974,0.145437,0.145015,403.727,155.193,0.094878,0.057225,0.001872,0.052946,210.231,46.415,0.220778
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/30.wav,in_the_wild,real,in_the_wild,Martin Luther King,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.384,0,,,,,,,,,,,,0.164914,0.150793,0.147059,822.881,426.019,0.24573,0.11035,0.010199,0.117026,193.058,58.325,0.302113
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/31.wav,unknown_public_web,synthetic,in_the_wild,Bill Burr,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,14.635,0,,,,,,,,,,,,0.092053,0.089873,0.270862,1220.698,1482.896,0.194375,0.123948,0.1129,0.158889,237.324,39.264,0.165443
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/32.wav,unknown_public_web,synthetic,in_the_wild,Ronald Reagan,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,5.252,0,,,,,,,,,,,,0.130158,0.111322,0.135755,463.838,542.397,0.045481,0.085076,0.010596,0.061816,186.772,109.825,0.588014
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/33.wav,in_the_wild,real,in_the_wild,Bill Clinton,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,4.503,0,,,,,,,,,,,,0.160376,0.123487,0.122768,350.446,107.96,0.077033,0.04819,0.000275,0.044691,197.141,40.253,0.204182
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/34.wav,unknown_public_web,synthetic,in_the_wild,Alec Guinness,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,5.232,0,,,,,,,,,,,,0.128728,0.11346,0.143954,482.641,796.264,0.093436,0.114109,0.02612,0.070346,121.367,37.659,0.310291
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/35.wav,unknown_public_web,synthetic,in_the_wild,Ayn Rand,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,5.804,0,,,,,,,,,,,,0.101302,0.098632,0.288927,638.373,863.638,0.083848,0.097601,0.011681,0.086866,151.199,48.3,0.319445
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/36.wav,in_the_wild,real,in_the_wild,Christopher Hitchens,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.932,0,,,,,,,,,,,,0.101602,0.09051,0.062827,1453.14,1886.349,0.280498,0.149175,0.183873,0.18706,144.854,94.348,0.651332
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/37.wav,in_the_wild,real,in_the_wild,Ronald Reagan,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,3.039,0,,,,,,,,,,,,0.152567,0.089272,0.003311,357.628,116.959,0.164328,0.06482,0.002783,0.053105,130.158,20.378,0.156562
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/38.wav,in_the_wild,real,in_the_wild,Barack Obama,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.512,0,,,,,,,,,,,,0.0844,0.087673,0.33557,489.105,345.886,0.144223,0.117657,0.01017,0.072087,149.021,64.022,0.429618
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/39.wav,in_the_wild,real,in_the_wild,Christopher Hitchens,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.055,0,,,,,,,,,,,,0.104775,0.112388,0.153846,873.407,432.124,0.335443,0.13996,0.029467,0.133169,142.071,102.921,0.724431
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/40.wav,unknown_public_web,synthetic,in_the_wild,Christopher Hitchens,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.336,0,,,,,,,,,,,,0.06945,0.091393,0.44697,299.258,119.046,0.134553,0.083336,0.000963,0.050067,121.807,39.928,0.327794
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/41.wav,unknown_public_web,synthetic,in_the_wild,Donald Trump,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,4.639,0,,,,,,,,,,,,0.11719,0.086626,0.112554,518.981,371.476,0.051188,0.059021,0.004965,0.070167,188.853,55.949,0.296258
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/42.wav,unknown_public_web,synthetic,in_the_wild,Bernie Sanders,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,2.86,0,,,,,,,,,,,,0.075721,0.091439,0.302817,1155.163,1809.164,0.14981,0.150915,0.140328,0.151071,156.931,96.36,0.614029
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/43.wav,unknown_public_web,synthetic,in_the_wild,Ayn Rand,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,3.14,0,,,,,,,,,,,,0.051068,0.058729,0.375,1141.184,876.957,0.184114,0.136077,0.018417,0.150611,211.312,120.998,0.572602
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/44.wav,in_the_wild,real,in_the_wild,Bernie Sanders,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,4.027,0,,,,,,,,,,,,0.098466,0.083324,0.177057,741.481,471.046,0.154617,0.096952,0.010249,0.098631,179.065,82.074,0.45835
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/45.wav,in_the_wild,real,in_the_wild,Mark Zuckerberg,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,13.754,0,,,,,,,,,,,,0.067633,0.056837,0.202476,985.068,1275.081,0.194275,0.154335,0.067778,0.128263,175.384,79.501,0.453298
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/46.wav,in_the_wild,real,in_the_wild,Alec Guinness,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,4.574,0,,,,,,,,,,,,0.061033,0.052283,0.197802,383.055,228.458,0.14782,0.070813,0.004536,0.059211,106.529,53.752,0.504581
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/47.wav,unknown_public_web,synthetic,in_the_wild,Alec Guinness,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,5.965,0,,,,,,,,,,,,0.09386,0.081417,0.070588,791.558,1543.402,0.113195,0.12222,0.0957,0.113838,114.439,77.529,0.677469
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/48.wav,in_the_wild,real,in_the_wild,Richard Nixon,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.485,0,,,,,,,,,,,,0.043692,0.082483,0.544218,618.56,654.48,0.205197,0.086649,0.023311,0.105606,198.933,134.243,0.674814
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/49.wav,in_the_wild,real,in_the_wild,Barack Obama,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,3.768,0,,,,,,,,,,,,0.135235,0.106563,0.197333,602.668,434.397,0.128633,0.081688,0.011011,0.083282,187.723,49.853,0.265567
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/50.wav,unknown_public_web,synthetic,in_the_wild,George W. Bush,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,2.298,0,,,,,,,,,,,,0.085879,0.056926,0.02193,757.115,1067.64,0.140564,0.148224,0.04034,0.103942,152.257,49.818,0.327198
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/51.wav,in_the_wild,real,in_the_wild,Dave Chappelle,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,2.951,0,,,,,,,,,,,,0.037527,0.039753,0.34471,1448.411,1256.707,0.36458,0.117385,0.144946,0.197335,143.853,69.796,0.48519
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/52.wav,in_the_wild,real,in_the_wild,Bernie Sanders,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,7.833,0,,,,,,,,,,,,0.118531,0.097977,0.15749,699.874,654.123,0.166058,0.104873,0.01966,0.095925,203.879,74.27,0.364285
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/53.wav,in_the_wild,real,in_the_wild,Boris Johnson,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.48,0,,,,,,,,,,,,0.067921,0.087546,0.431507,360.644,301.102,0.185903,0.096965,0.002404,0.057644,177.153,131.463,0.742087
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/54.wav,in_the_wild,real,in_the_wild,Martin Luther King,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.291,0,,,,,,,,,,,,0.180795,0.13486,0.0,1160.164,956.203,0.285602,0.184522,0.038734,0.158262,139.572,68.044,0.487517
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/55.wav,in_the_wild,real,in_the_wild,Bill Clinton,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.521,0,,,,,,,,,,,,0.162289,0.154222,0.166667,495.557,554.04,0.187385,0.104946,0.022597,0.069504,199.755,42.97,0.215115
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/56.wav,in_the_wild,real,in_the_wild,JFK,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,2.192,0,,,,,,,,,,,,0.091392,0.093955,0.285714,754.897,692.91,0.18216,0.075145,0.033708,0.104765,201.928,34.965,0.173158
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/57.wav,unknown_public_web,synthetic,in_the_wild,Alan Watts,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,2.865,0,,,,,,,,,,,,0.057219,0.082591,0.354386,1119.741,1304.985,0.108894,0.09888,0.091403,0.148926,162.006,88.55,0.546584
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/58.wav,in_the_wild,real,in_the_wild,Mark Zuckerberg,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,2.281,0,,,,,,,,,,,,0.115712,0.123746,0.318584,1301.22,1275.178,0.337186,0.182823,0.116764,0.177144,279.11,47.367,0.169708
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/59.wav,unknown_public_web,synthetic,in_the_wild,Louis C.K.,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,11.574,0,,,,,,,,,,,,0.090901,0.06563,0.129004,431.589,164.746,0.081317,0.069503,0.002616,0.057527,216.659,79.11,0.365134
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/60.wav,unknown_public_web,synthetic,in_the_wild,The Notorious B.I.G.,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,1.93,0,,,,,,,,,,,,0.185296,0.108445,0.031414,431.765,181.424,0.073485,0.05511,0.000711,0.061707,225.168,22.522,0.100025
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/61.wav,unknown_public_web,synthetic,in_the_wild,Alec Guinness,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,7.042,0,,,,,,,,,,,,0.084146,0.062128,0.133903,726.193,1331.662,0.104607,0.105831,0.066928,0.098277,104.963,42.705,0.406858
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/62.wav,unknown_public_web,synthetic,in_the_wild,Ronald Reagan,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,3.038,0,,,,,,,,,,,,0.107339,0.092923,0.241722,435.264,105.537,0.019978,0.029586,0.000106,0.056672,211.889,133.869,0.631789
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/63.wav,unknown_public_web,synthetic,in_the_wild,Ayn Rand,en,unknown_public_web,in_the_wild_tts,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,4.849,0,,,,,,,,,,,,0.055364,0.06393,0.320911,1375.174,1420.64,0.20316,0.184267,0.100401,0.180842,217.92,122.564,0.562427
/data/mighty-morphing/audio/public/in_the_wild/release_in_the_wild/release_in_the_wild/64.wav,in_the_wild,real,in_the_wild,Ayn Rand,en,,authentic_public_web,wav,,cc-by-sa-4.0,eval,https://huggingface.co/datasets/mueller91/In-The-Wild,4.328,0,,,,,,,,,,,,0.183658,0.142262,0.071926,742.534,917.653,0.111483,0.10236,0.030537,0.101719,155.054,70.0,0.451452
